,기사작성일,기사제목,기사주소
2046,2020.09.07.,'신속 대처' 거액 보이스피싱 피해 막아… 용인 죽전1동 우체국 직원들 고객 통화 듣고 신고,http://www.kyeongin.com/main/view.php?key=20200907010001369
2047,2020.08.29.,"몸캠피싱 전문 케어라풋, 동영상 변형기술로 피씽 피해자 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=328320
2048,2020.10.20.,"한국사이버보안협회 소속 ‘디포렌식코리아’, 몸캠피싱 및 피씽 범죄 등 유통조사 진행해",http://www.kjdaily.com/read.php3?aid=1603162683527203203
2049,2020.10.20.,"국내 1세대 보안기업 ‘시큐어앱’, “몸캠피싱 등 피싱 범죄 루트 차단 필요해”",http://www.sportsseoul.com/news/read/970982?ref=naver
2050,2020.10.20.,"한국사이버보안협회 소속 ‘디포렌식코리아’, 몸캠피싱 및 피씽 범죄 등 유통조사 진행해",http://www.kjdaily.com/read.php3?aid=1603162683527203203
2051,2020.10.20.,"국내 1세대 보안기업 ‘시큐어앱’, “몸캠피싱 등 피싱 범죄 루트 차단 필요해”",http://www.sportsseoul.com/news/read/970982?ref=naver
2052,2020.09.07.,2천만 원 상당의 보이스피싱 피해 예방한 용인 죽전1동 우체국 직원들,http://www.joongboo.com/news/articleView.html?idxno=363443478
2053,2020.10.20.,"""딸 납치"" 보이스피싱 사기에 속은 고객 지켜낸 은행원",http://www.joongdo.co.kr/web/view.php?key=20201020010005302
2054,2020.10.17.,"정배우 사과,로건 '몸캠피싱'사진공개→거센비난→결국 검찰수사[종합]",https://www.sisa-news.com/news/article.html?no=136672
2055,2020.10.20.,"부산경찰, 보이스피싱 20대 현금수령책 목포서 현행범 체포 구속",https://www.news1.kr/articles/?4092609
2056,2020.10.16.,몸캠피싱 대처 전문 업체 ‘시큐어앱’ 피씽 관련 특별 기술력 보유,http://www.kjdaily.com/read.php3?aid=1602811999526983203
2057,2020.10.16.,몸캠피싱 대응 '디시즌팩토리' 피씽 및 동영상유포협박 차단 서비스제공,http://www.cctvnews.co.kr/news/articleView.html?idxno=211550
2058,2020.09.02.,몸캠피씽 동영상 삭제 업체 '디포렌식코리아' 유포협박 및 피싱 범죄 피해 최소화,http://www.mhns.co.kr/news/articleView.html?idxno=416063
2059,2020.09.08.,"케어라풋, 피씽 영상 보안솔루션 통해 몸캠피싱 피해자 도와",http://www.mhns.co.kr/news/articleView.html?idxno=416361
2060,2020.10.16.,몸캠피싱 대응 '디시즌팩토리' 피씽 및 동영상유포협박 차단 서비스제공,http://www.cctvnews.co.kr/news/articleView.html?idxno=211550
2061,2020.10.20.,"국내 1세대 보안기업 '시큐어앱', ""몸캠피싱 등 피싱 범죄 루트 차단이 중요""",http://www.mhns.co.kr/news/articleView.html?idxno=419336
2062,2020.09.02.,몸캠피씽 동영상 삭제 업체 '디포렌식코리아' 유포협박 및 피싱 범죄 피해 최소화,http://www.mhns.co.kr/news/articleView.html?idxno=416063
2063,2020.09.08.,"케어라풋, 피씽 영상 보안솔루션 통해 몸캠피싱 피해자 도와",http://www.mhns.co.kr/news/articleView.html?idxno=416361
2064,2020.10.25.,"디시즌팩토리, 몸캠피싱 및 피씽•동영상유포협박 무료상담 ",http://www.cctvnews.co.kr/news/articleView.html?idxno=212130
2065,2020.10.16.,"DGB대구은행, ‘보이스피싱 예방’ 주력",http://tk.newdaily.co.kr/site/data/html/2020/10/16/2020101600067.html
2066,2020.09.17.,캐롯손보 선물용 효도보험…부모님 `피싱` 피해까지 보장,http://news.mk.co.kr/newsRead.php?no=961948&year=2020
2067,2020.09.18.,충남 보이스피싱 피해액 지난해보다 36억 증가…경찰 대책 마련,https://www.news1.kr/articles/?4063397
2068,2020.10.15.,"DGB대구은행, 보이스피싱 예방 노력 눈길",http://www.gukjenews.com/news/articleView.html?idxno=2090656
2069,2020.10.19.,디시즌팩토리 몸캠피싱 및 피씽•동영상유포협박 무료상담 지원,https://www.itbiznews.com/news/articleView.html?idxno=21864
2070,2020.10.15.,"DGB대구은행, 보이스피싱 예방 노력 눈길",http://www.gukjenews.com/news/articleView.html?idxno=2090656
2071,2020.10.19.,디시즌팩토리 몸캠피싱 및 피씽•동영상유포협박 무료상담 지원,https://www.itbiznews.com/news/articleView.html?idxno=21864
2072,2020.10.15.,전북지역 올 들어서 보이스피싱 범죄로 66명 구속,http://www.domin.co.kr/news/articleView.html?idxno=1313419
2073,2020.10.15.,"정배우, '몸캠 피싱' 공개 논란 사과 ""죄송, 내로남불"" [★NEWSing]",http://star.mt.co.kr/stview.php?no=2020101515503495582
2074,2020.10.15.,보이스피싱조직에 속아 3천만원 돈 경남통영에서 부산으로 직접 전달하려던 것 막아,http://www.lawissue.co.kr/view.php?ud=2020101511104618299a8c8bf58f_12
2075,2020.10.23.,"Sh수협은행 포항지점 직원, 보이스피싱 막은 공로로 감사장 수여",http://www.geconomy.co.kr/news/articleView.html?idxno=19897
2076,2020.10.15.,"보이스피싱에 속아 3000만원 갖고 부산 온 60대, 경찰이 예방",http://www.newsis.com/view/?id=NISX20201015_0001198445&cID=10811&pID=10800
2077,2020.10.15.,"형사전문변호사 보이스피싱 가담 혐의, 미흡한 대처를 했다간 실형의 결과에 맞닥뜨릴 수 있어",https://www.thepublic.kr/news/newsview.php?ncode=1065592450671831
2078,2020.10.15.,"퍼블소프트 'PB솔루션', 자동화시스템 통해 몸캠피싱 및 피씽 해결 나서",http://www.mhns.co.kr/news/articleView.html?idxno=418933
2079,2020.09.02.,"여주 '대신농협 직원, 보이스피싱 피해 막아'우리동네 시민경찰 선정",http://www.kihoilbo.co.kr/news/articleView.html?idxno=884462
2080,2020.10.15.,"DGB대구은행 ""보이스피싱 예방 경찰서 감사장 28차례 받아""",https://www.asiatoday.co.kr/view.php?key=20201015010008386
2081,2020.10.23.,Sh수협은행 직원 기지 발휘해 보이스피싱 막아,http://www.ekoreanews.co.kr/news/articleView.html?idxno=46669
2082,2020.10.15.,"보이스피싱에 속아 3000만원 갖고 부산 온 60대, 경찰이 예방",http://www.newsis.com/view/?id=NISX20201015_0001198445&cID=10811&pID=10800
2083,2020.10.15.,"형사전문변호사 보이스피싱 가담 혐의, 미흡한 대처를 했다간 실형의 결과에 맞닥뜨릴 수 있어",https://www.thepublic.kr/news/newsview.php?ncode=1065592450671831
2084,2020.10.15.,"퍼블소프트 'PB솔루션', 자동화시스템 통해 몸캠피싱 및 피씽 해결 나서",http://www.mhns.co.kr/news/articleView.html?idxno=418933
2085,2020.09.02.,"여주 '대신농협 직원, 보이스피싱 피해 막아'우리동네 시민경찰 선정",http://www.kihoilbo.co.kr/news/articleView.html?idxno=884462
2086,2020.10.24.,"올세이프, 몸캠피싱 범죄 조직 행동 패턴 파악 후 대처 및 사후 관리 이어져",http://www.cctvnews.co.kr/news/articleView.html?idxno=212136
2087,2020.10.16.,나도 모르게 보이스피싱 전달책·인출책 연루...형사처벌 받나? 안받나?,https://www.thepublic.kr/news/newsview.php?ncode=1065580513831352
2088,2020.10.22.,"""아들 납치했다"" 보이스피싱 농협 직원 기지로 막아",http://yna.kr/AKR20201022141700064?did=1195m
2089,2020.10.15.,보이스피싱 수거책 3명 구속,http://www.gnmaeil.com/news/articleView.html?idxno=459125
2090,2020.10.23.,수협 포항지점 직원의 기지로 보이스피싱 막아,http://www.fnnews.com/news/202010231009357871
2091,2020.10.15.,"퍼블소프트 'PB솔루션', 자동화시스템 통해 몸캠피싱 및 피씽 해결 나서",http://www.mhns.co.kr/news/articleView.html?idxno=418933
2092,2020.09.02.,"여주 '대신농협 직원, 보이스피싱 피해 막아'우리동네 시민경찰 선정",http://www.kihoilbo.co.kr/news/articleView.html?idxno=884462
2093,2020.10.24.,"올세이프, 몸캠피싱 범죄 조직 행동 패턴 파악 후 대처 및 사후 관리 이어져",http://www.cctvnews.co.kr/news/articleView.html?idxno=212136
2094,2020.10.16.,나도 모르게 보이스피싱 전달책·인출책 연루...형사처벌 받나? 안받나?,https://www.thepublic.kr/news/newsview.php?ncode=1065580513831352
2095,2020.10.22.,"""아들 납치했다"" 보이스피싱 농협 직원 기지로 막아",http://yna.kr/AKR20201022141700064?did=1195m
2096,2020.10.15.,보이스피싱 수거책 3명 구속,http://www.gnmaeil.com/news/articleView.html?idxno=459125
2097,2020.09.06.,몸캠피싱 대응센터 케어라풋 피씽 피해자들 위한 첨단 보안서비스 제공,http://www.cctvnews.co.kr/news/articleView.html?idxno=208851
2098,2020.10.14.,"부산사하서, 1800만원 보이스피싱 예방 금융기관 직원 표창장 수여",http://www.lawissue.co.kr/view.php?ud=2020101411220475079a8c8bf58f_12
2099,2020.10.16.,"[종합] 로건, 몸캠피싱 사진 유출한 정배우 법적 대응 예고…경찰도 수사 예정",http://www.mediapen.com/news/view/566212
2100,2020.10.14.,"부산사하서, 1800만원 보이스피싱 예방 금융기관 직원 표창장 수여",http://www.lawissue.co.kr/view.php?ud=2020101411220475079a8c8bf58f_12
2101,2020.10.16.,"[종합] 로건, 몸캠피싱 사진 유출한 정배우 법적 대응 예고…경찰도 수사 예정",http://www.mediapen.com/news/view/566212
2102,2020.09.08.,SNS로 3천만원 요구한 조카..보이스피싱 피해 막아,https://chmbc.co.kr/article/JueztoqHfGZ
2103,2020.10.27.,"""가족 납치했다"" 보이스피싱 수거책 구속",https://www.nocutnews.co.kr/news/5436809
2104,2020.10.14.,"하나은행, 보이스피싱 예방 위한 맞춤형 종합대책 시행",http://www.fintechpost.co.kr/news/articleView.html?idxno=118784
2105,2020.10.14.,[2020 국감] 최근 3년간 보이스피싱 검거 건수와 인원 모두 증가하고 있어,https://www.dailysecu.com/news/articleView.html?idxno=114961
2106,2020.10.14.,연령대 높을수록 보이스피싱에 취약…지난해 70대 70%↑,https://news.imaeil.com/Society/2020101413115590838
2107,2020.08.30.,"'2020 지속가능 혁신리더 보안안전 부문 대상', 디포렌식코리아 몸캠피씽•피싱 피해자 구제 지속",https://www.itbiznews.com/news/articleView.html?idxno=19067
2108,2020.08.30.,"케어라풋, 피씽 영상제고 통해 몸캠피싱 피해자 구제",http://www.mhns.co.kr/news/articleView.html?idxno=415734
2109,2020.10.15.,"[전문] 로건 ""아내 유산 조짐…'몸캠 피싱' 공개 정배우 법적 책임 물을 것""",https://www.news1.kr/articles/?4088270
2110,2020.10.14.,"[2020 국감] 보이스피싱 범죄, 50대 이상 큰 폭으로 증가…고령층 대상 범죄 대책 세워야",https://www.dailysecu.com/news/articleView.html?idxno=114977
2111,2020.08.30.,"'2020 지속가능 혁신리더 보안안전 부문 대상', 디포렌식코리아 몸캠피씽•피싱 피해자 구제 지속",https://www.itbiznews.com/news/articleView.html?idxno=19067
2112,2020.08.30.,"케어라풋, 피씽 영상제고 통해 몸캠피싱 피해자 구제",http://www.mhns.co.kr/news/articleView.html?idxno=415734
2113,2020.10.15.,"[전문] 로건 ""아내 유산 조짐…'몸캠 피싱' 공개 정배우 법적 책임 물을 것""",https://www.news1.kr/articles/?4088270
2114,2020.10.15.,"로건 '몸캠 피싱' 공개한 정배우, n번방 방지법으로 처벌될까",https://news.joins.com/article/olink/23489961
2115,2020.08.25.,"포북署, 보이스피싱 피해 막은 농협 직원에 감사장",http://www.ksmnews.co.kr/default/index_view_page.php?idx=304464&part_idx=170
2116,2020.08.25.,"대전둔산서, 보이스피싱 피해 막은 은행원에 감사장 전달",http://www.gukjenews.com/news/articleView.html?idxno=2061247
2117,2020.08.25.,"몸캠피싱 전문 케어라풋, 첨단기술로 피씽 피해자 유포협박서 구제",http://www.e2news.com/news/articleView.html?idxno=225427
2118,2020.10.13.,"퍼블소프트, 몸캠피싱 및 피씽 범죄 해결위한 자체 프로그램 PB EndPoint 활용해",http://www.cctvnews.co.kr/news/articleView.html?idxno=211309
2119,2020.10.13.,"""저금리 대출 갈아타세요""··· 무조건 보이스피싱 의심해야",http://www.honam.co.kr/detail/c3QycN/615513
2120,2020.10.13.,"퍼블소프트, 몸캠피싱 및 피씽 범죄 해결위한 자체 프로그램 PB EndPoint 활용해",http://www.cctvnews.co.kr/news/articleView.html?idxno=211309
2121,2020.10.13.,"""저금리 대출 갈아타세요""··· 무조건 보이스피싱 의심해야",http://www.honam.co.kr/detail/c3QycN/615513
2122,2020.10.13.,"김남국 의원 ""최근 3년간 보이스피싱 검거 건수와 인원 모두 증가""",http://www.kpinews.co.kr/news/articleView.html?idxno=128085
2123,2020.08.25.,"""보이스피싱 꼼짝마""…보험업계, 피해예방 서비스 잇따라 도입",https://www.hankyung.com/economy/article/2020082525536
2124,2020.10.17.,"몸캠피싱 차단 시큐어앱, 피씽 범죄 특화기술 보유",http://www.sisamagazine.co.kr/news/articleView.html?idxno=332983
2125,2020.09.20.,"“음란영상 유포 교직원, 몸캠피싱 피해자…해임 과도”",http://www.kjdaily.com/read.php3?aid=1600599688524659005
2126,2020.10.13.,"대구경찰, 보이스피싱 전화 사전 차단 주력…'후후앱' 활용 예방",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2055272
2127,2020.10.13.,"하나은행,‘금융사기예방진단표 도입’ 보이스피싱 맞춤형 종합대책 시행",http://www.youthdaily.co.kr/news/article.html?no=49783
2128,2020.10.22.,자녀 납치했다 속이고 보이스피싱으로 금품 뜯던 50대 경찰에 붙잡혀,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20201022.99099005890
2129,2020.10.16.,한명에게 26억 뜯어낸 보이스피싱 수거책에 징역 15년 구형,https://www.news1.kr/articles/?4089495
2130,2020.10.22.,자녀 납치했다 속이고 보이스피싱으로 금품 뜯던 50대 경찰에 붙잡혀,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20201022.99099005890
2131,2020.10.16.,한명에게 26억 뜯어낸 보이스피싱 수거책에 징역 15년 구형,https://www.news1.kr/articles/?4089495
2132,2020.11.03.,"산내농협 유순오 주임, 보이스피싱 예방으로 표창장 받아…",http://www.ccdailynews.com/news/articleView.html?idxno=2014189
2133,2020.08.26.,"우리카드, '페이크 파인더' 도입 ""보이스피싱 피해 제로화""",http://www.newscj.com/news/articleView.html?idxno=772888
2134,2020.10.12.,"""한 번 걸리면 1억""…보이스피싱보다 무서운 '악성 앱' 정체",https://www.hankyung.com/it/article/202010128781i
2135,2020.10.12.,보이스피싱에 노출된 상호금융…고령층 '속수무책',https://www.asiatime.co.kr/news/newsview.php?ncode=1065589930928319
2136,2020.10.12.,"하나은행, 보이스피싱 '철벽방어' …분야별 맞춤 종합대책 시행",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=122274
2137,2020.10.12.,"[은행오늘] 기업은행, 'IBK 무민(MOOMIN) 체크카드' 출시…하나은행, 보이스피싱 예방 위한 맞춤형 종합대책 시행",http://www.sisaon.co.kr/news/articleView.html?idxno=118914
2138,2020.10.29.,보이스피싱 송금책 20대 3명 모두 구속,https://busanmbc.co.kr/article/MnunSTtBuM_Q
2139,2020.09.06.,"수성경찰서, 억대 보이스피싱 피해예방 은행원 심지영씨에게 감사장 전달",http://www.nbnnews.co.kr/news/articleView.html?idxno=421992
2140,2020.10.12.,"[더파워뉴스] 하나은행, 고객 맞춤 '보이스피싱 예방' 총력 나서",http://www.thepowernews.co.kr/view.php?ud=20201012103959156552bfe570eb_40
2141,2020.09.06.,"수성경찰서, 억대 보이스피싱 피해예방 은행원 심지영씨에게 감사장 전달",http://www.nbnnews.co.kr/news/articleView.html?idxno=421992
2142,2020.10.12.,"하나은행, 고령자·비대면거래 보이스피싱 예방 위한 '맞춤형 종합대책' 시행",http://www.updownnews.co.kr/news/articleView.html?idxno=224075
2143,2020.10.12.,"대구경찰, 후후와 협력 보이스피싱 의심 전화 사전 차단",http://www.lawissue.co.kr/view.php?ud=2020101210275467179a8c8bf58f_12
2144,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2145,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2146,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2147,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2148,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2149,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2150,2020.10.12.,"하나은행, 진화하는 보이스피싱 예방 '맞춤형 종합대책' 시행",http://www.babytimes.co.kr/news/articleView.html?idxno=40009
2151,2020.09.06.,"수성경찰서, 억대 보이스피싱 피해예방 은행원 심지영씨에게 감사장 전달",http://www.nbnnews.co.kr/news/articleView.html?idxno=421992
2152,2020.10.12.,"하나은행, 고령자·비대면거래 보이스피싱 예방 위한 '맞춤형 종합대책' 시행",http://www.updownnews.co.kr/news/articleView.html?idxno=224075
2153,2020.10.12.,"대구경찰, 후후와 협력 보이스피싱 의심 전화 사전 차단",http://www.lawissue.co.kr/view.php?ud=2020101210275467179a8c8bf58f_12
2154,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2155,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2156,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2157,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2158,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2159,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2160,2020.10.12.,"""보이스피싱 사전 차단 나선다""…하나은행, 맞춤형 종합대책 시행",https://www.asiatoday.co.kr/view.php?key=20201012010004683
2161,2020.09.06.,"수성경찰서, 억대 보이스피싱 피해예방 은행원 심지영씨에게 감사장 전달",http://www.nbnnews.co.kr/news/articleView.html?idxno=421992
2162,2020.10.12.,"하나은행, 고령자·비대면거래 보이스피싱 예방 위한 '맞춤형 종합대책' 시행",http://www.updownnews.co.kr/news/articleView.html?idxno=224075
2163,2020.10.12.,"대구경찰, 후후와 협력 보이스피싱 의심 전화 사전 차단",http://www.lawissue.co.kr/view.php?ud=2020101210275467179a8c8bf58f_12
2164,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2165,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2166,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2167,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2168,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2169,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2170,2020.10.12.,"하나은행, 보이스피싱 예방 위한 맞춤형 종합대책 시행",http://www.kpinews.co.kr/news/articleView.html?idxno=127953
2171,2020.09.06.,"수성경찰서, 억대 보이스피싱 피해예방 은행원 심지영씨에게 감사장 전달",http://www.nbnnews.co.kr/news/articleView.html?idxno=421992
2172,2020.10.12.,"하나은행, 고령자·비대면거래 보이스피싱 예방 위한 '맞춤형 종합대책' 시행",http://www.updownnews.co.kr/news/articleView.html?idxno=224075
2173,2020.10.12.,"대구경찰, 후후와 협력 보이스피싱 의심 전화 사전 차단",http://www.lawissue.co.kr/view.php?ud=2020101210275467179a8c8bf58f_12
2174,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2175,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2176,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2177,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2178,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2179,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2180,2020.10.12.,"하나은행, 보이스피싱 예방 맞춤형 종합대책 시행",http://www.viva100.com/main/view.php?key=20201012010001571
2181,2020.10.12.,"하나은행, 보이스피싱 예방 '맞춤 종합대책' 시행",http://www.kpinews.co.kr/news/articleView.html?idxno=127902
2182,2020.10.12.,"대구경찰, 후후와 협력 보이스피싱 의심 전화 사전 차단",http://www.lawissue.co.kr/view.php?ud=2020101210275467179a8c8bf58f_12
2183,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2184,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2185,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2186,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2187,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2188,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2189,2020.10.13.,'저금리 대출 미끼' 보이스피싱 수금책 40대 검거,http://www.newsis.com/view/?id=NISX20201013_0001194895&cID=10809&pID=10800
2190,2020.10.12.,"하나은행, 보이스피싱 예방 분야별 맞춤형 종합대책 시행",http://sports.chosun.com/news/ntype.htm?id=202010130100074460005164&servicedate=20201012
2191,2020.10.12.,"하나은행, 보이스피싱 예방 '맞춤 종합대책' 시행",http://www.kpinews.co.kr/news/articleView.html?idxno=127902
2192,2020.10.12.,"대구경찰, 후후와 협력 보이스피싱 의심 전화 사전 차단",http://www.lawissue.co.kr/view.php?ud=2020101210275467179a8c8bf58f_12
2193,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2194,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2195,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2196,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2197,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2198,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2199,2020.10.13.,'저금리 대출 미끼' 보이스피싱 수금책 40대 검거,http://www.newsis.com/view/?id=NISX20201013_0001194895&cID=10809&pID=10800
2200,2020.10.12.,"대구경찰, 보이스피싱 전화 사전 차단 집중",http://www.newsis.com/view/?id=NISX20201012_0001193552&cID=10810&pID=10800
2201,2020.10.12.,"하나은행, 맞춤형 보이스피싱 종합대책 시행",http://moneys.mt.co.kr/news/mwView.php?no=2020101208478029554
2202,2020.10.12.,[국감브리핑]보이스피싱 미환수율 가장 높은 은행은 '수협',https://www.news1.kr/articles/?4083977
2203,2020.09.14.,‘디포렌식코리아’ 몸캠피씽 보안솔루션 활용해 몸캠피싱 피해자 도와,http://news.heraldcorp.com/view.php?ud=20200911000570
2204,2020.09.03.,"포항북부경찰서, 피해금액 늘고 있는 보이스피싱 범죄 주의 당부",http://www.dkilbo.com/news/articleView.html?idxno=310520
2205,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2206,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2207,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2208,2020.10.13.,'저금리 대출 미끼' 보이스피싱 수금책 40대 검거,http://www.newsis.com/view/?id=NISX20201013_0001194895&cID=10809&pID=10800
2209,2020.10.11.,"청도경찰서, 보이스 피싱 예방 청도축협 직원에 감사장 전달",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2055119
2210,2020.08.25.,"제주시농협 아라지점 직원, 3천만원 보이스피싱 피해 막아",http://www.headlinejeju.co.kr/news/articleView.html?idxno=425657
2211,2020.10.20.,[중기info] AI가 목소리 듣고 본인 인증…보이스피싱도 실시간 차단,http://news.mk.co.kr/newsRead.php?no=1071592&year=2020
2212,2020.08.23.,"케어라풋, 몸캠피싱 피해자 첨단 IT기술로 피씽 영상제거해 구제",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327955
2213,2020.10.13.,'저금리 대출 미끼' 보이스피싱 수금책 40대 검거,http://www.newsis.com/view/?id=NISX20201013_0001194895&cID=10809&pID=10800
2214,2020.10.11.,"청도경찰서, 보이스 피싱 예방 청도축협 직원에 감사장 전달",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2055119
2215,2020.10.15.,"정배우, 결국 '몸캠 피싱 유출' 사과…""전 쓰레기, 어느새 괴물이 됐다""",http://news.mt.co.kr/mtview.php?no=2020101511334472599
2216,2020.10.11.,"청소년도 안전하지 않은 몸캠피싱, 보안업체 통해 영상유포 막아야",http://www.sisamagazine.co.kr/news/articleView.html?idxno=332229
2217,2020.10.11.,"""모바일게임 이기면 300만원""…코로나 집콕族 노린 보이스피싱 기승",https://www.hankyung.com/it/article/2020101158291
2218,2020.10.15.,"로건 ""'몸캠 피싱' 당한 사실, 처음 알아..정배우에 법적책임"" (전문)",http://www.edaily.co.kr/news/newspath.asp?newsid=04021286625933248
2219,2020.10.11.,농협 통한 보이스피싱 작년 1669억…전년 比 38.1%↑,http://cc.newdaily.co.kr/site/data/html/2020/10/11/2020101100005.html
2220,2020.10.11.,"""모바일게임 이기면 300만원""…코로나 집콕族 노린 보이스피싱 기승",https://www.hankyung.com/it/article/2020101158291
