,기사작성일,기사제목,기사주소
2221,2020.10.15.,"로건 ""'몸캠 피싱' 당한 사실, 처음 알아..정배우에 법적책임"" (전문)",http://www.edaily.co.kr/news/newspath.asp?newsid=04021286625933248
2222,2020.10.11.,농협 통한 보이스피싱 작년 1669억…전년 比 38.1%↑,http://cc.newdaily.co.kr/site/data/html/2020/10/11/2020101100005.html
2223,2020.10.15.,"“디지털 성범죄까지…” '몸캠 피싱' 무단 유포한 정배우, 제대로 큰일 났다",https://www.wikitree.co.kr/articles/581035
2224,2020.10.15.,"정배우, 로건 몸캠 피싱 사진 ""주요 부위 가렸으니 성착취 아닌데?"" 폭로 수위 논란",http://kpenews.com/View.aspx?No=1289750
2225,2020.10.15.,"정배우, 로건 '몸캠 피싱' 사진 공개 논란···김계란 ""누구 한명 죽기 원하는가""",https://www.sedaily.com/NewsView/1Z953I4QIA
2226,2020.08.22.,"몸캠피씽 전문 대처 '시큐어앱(Secureapp)', 피싱 피해자 구제 시스템 구축",http://www.lecturernews.com/news/articleView.html?idxno=50465
2227,2020.09.21.,"칠곡署, 보이스피싱 피해 방지 시민 표창장",http://www.hidomin.com/news/articleView.html?idxno=432935
2228,2020.10.12.,"하나은행, 비대면 인증 강화한 보이스피싱 예방 종합대책 내놔",http://www.businesspost.co.kr/BP?command=article_view&num=199431
2229,2020.10.14.,'고액 알바'에 혹해 9억 송금…보이스피싱 현금수거책 3명 구속,https://www.nocutnews.co.kr/news/5428019
2230,2020.10.12.,"하나은행, 비대면 인증 강화한 보이스피싱 예방 종합대책 내놔",http://www.businesspost.co.kr/BP?command=article_view&num=199431
2231,2020.10.14.,'고액 알바'에 혹해 9억 송금…보이스피싱 현금수거책 3명 구속,https://www.nocutnews.co.kr/news/5428019
2232,2020.10.12.,"""보이스피싱 사전 차단"" 하나은행, 맞춤형 종합대책 시행",http://www.gokorea.kr/690785
2233,2020.08.26.,"디시즌팩토리, 몸캠피씽 영상제거 기술로 피싱 피해자들 구제 선도",http://www.sisamagazine.co.kr/news/articleView.html?idxno=328311
2234,2020.10.16.,해외보이스피싱 사례 통해 교훈 얻자[내 생각은/곽대경],https://www.donga.com/news/article/all/20201016/103448254/1
2235,2020.10.14.,"부천소사경찰서, 400억원대 규모 보이스피싱 조직 77명 검거",http://www.shinailbo.co.kr/news/articleView.html?idxno=1331157
2236,2020.08.21.,"대구 보이스피싱 피해 6달 동안 100억, 3가지 명심해야 내 돈 지킨다",https://hankookilbo.com/News/Read/A2020082118160001991?did=NA
2237,2020.08.21.,"보이스피싱 피해 막은 은행원, 감사장 전달",http://www.gocj.net/news/articleView.html?idxno=110384
2238,2020.09.12.,몸캠피싱 피해 막아주는 ‘제로데이’ 각종 기술들을 통해 몸캠피씽 해결,http://news.heraldcorp.com/view.php?ud=20200911000589
2239,2020.10.10.,"몸캠피싱 대응전문 케어라풋, 보안기술력으로 피씽 영상 제거",http://www.kgdm.co.kr/news/articleView.html?idxno=719062
2240,2020.10.14.,"부천소사경찰서, 400억원대 규모 보이스피싱 조직 77명 검거",http://www.shinailbo.co.kr/news/articleView.html?idxno=1331157
2241,2020.10.12.,"하나은행, 보이스피싱 근절 맞춤형대책 시행",http://news.mt.co.kr/mtview.php?no=2020101209270627471
2242,2020.08.21.,"대구 보이스피싱 피해 6달 동안 100억, 3가지 명심해야 내 돈 지킨다",https://hankookilbo.com/News/Read/A2020082118160001991?did=NA
2243,2020.08.21.,"보이스피싱 피해 막은 은행원, 감사장 전달",http://www.gocj.net/news/articleView.html?idxno=110384
2244,2020.09.12.,몸캠피싱 피해 막아주는 ‘제로데이’ 각종 기술들을 통해 몸캠피씽 해결,http://news.heraldcorp.com/view.php?ud=20200911000589
2245,2020.10.14.,보이스피싱 조직에 9억여원 송금한 현금수거책 3명 구속,https://imnews.imbc.com/news/2020/society/article/5940505_32633.html
2246,2020.10.10.,"몸캠피싱 대응전문 케어라풋, 보안기술력으로 피씽 영상 제거",http://www.kgdm.co.kr/news/articleView.html?idxno=719062
2247,2020.10.15.,"김포署, 보이스피싱 예방 기여 신협 직원 시민경찰 선정",http://www.kyeonggi.com/news/articleView.html?idxno=2322615
2248,2020.10.19.,디시즌팩토리 몸캠피싱 및 피씽•동영상유포협박 예방 대응법 알려,http://www.sisamagazine.co.kr/news/articleView.html?idxno=333010
2249,2020.10.15.,"유튜버 정배우, 몸캠 피싱 사진 공개→김계란 저격→사과",http://news.tf.co.kr/read/entertain/1818479.htm
2250,2020.10.19.,디시즌팩토리 몸캠피싱 및 피씽•동영상유포협박 예방 대응법 알려,http://www.sisamagazine.co.kr/news/articleView.html?idxno=333010
2251,2020.10.15.,"유튜버 정배우, 몸캠 피싱 사진 공개→김계란 저격→사과",http://news.tf.co.kr/read/entertain/1818479.htm
2252,2020.08.21.,몸캠피씽 대처 나선 '디포렌식코리아' 전문 기술력으로 피싱 피해자 구제,http://www.lecturernews.com/news/articleView.html?idxno=50395
2253,2020.09.01.,"'시큐어앱(Secure App)', 몸캠피씽 등 피싱 피해 차단 솔루션 진행",http://www.e2news.com/news/articleView.html?idxno=225648
2254,2020.09.03.,"대구시 수성경찰서, 억대 보이스피싱 피해예방 은행원 감사장 전달",http://www.gukjenews.com/news/articleView.html?idxno=2066644
2255,2020.12.28.,"경남은행 ""고객님, 원격제어앱이 실행중입니다""…금융사기 대비 차단서비스 시행",http://www.inews24.com/view/1330289
2256,2020.10.13.,"공주경찰서 반포파출소,'보이스피싱, 교통사고예방'홍보 나서",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1442990
2257,2020.08.24.,"몸캠피씽 대응 업체 '디포렌식코리아', 유포협박 및 피싱 피해자 구제 위해 24시간 상담",http://www.e2news.com/news/articleView.html?idxno=225365
2258,2020.10.13.,"진도경찰, 보이스피싱 예방 홍보활동",http://www.namdonews.com/news/articleView.html?idxno=586686
2259,2020.10.09.,"보이스피싱, 메신저피싱 등 신종 사기범죄 주의보 …",http://www.gukjenews.com/news/articleView.html?idxno=2086849
2260,2020.10.13.,"공주경찰서 반포파출소,'보이스피싱, 교통사고예방'홍보 나서",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1442990
2261,2020.08.24.,"몸캠피씽 대응 업체 '디포렌식코리아', 유포협박 및 피싱 피해자 구제 위해 24시간 상담",http://www.e2news.com/news/articleView.html?idxno=225365
2262,2020.10.13.,"진도경찰, 보이스피싱 예방 홍보활동",http://www.namdonews.com/news/articleView.html?idxno=586686
2263,2020.10.09.,"보이스피싱, 메신저피싱 등 신종 사기범죄 주의보 …",http://www.gukjenews.com/news/articleView.html?idxno=2086849
2264,2020.10.13.,2천여만 원 전달한 보이스피싱 조직원 경찰 붙잡혀,http://ikbc.co.kr/kor/news?mode=view&nwCd=main_news_03&menuId=56_65_74&nwid=362967
2265,2020.08.20.,몸캠피싱 전문 대처 '올세이프' 피씽 피해자들 구제활동에 박차,http://www.e2news.com/news/articleView.html?idxno=225281
2266,2020.08.19.,"울산 남부경찰서, 보이스피싱 피해 막은 우수 금융기관 2곳에 감사장·인증패 수여",http://www.iusm.co.kr/news/articleView.html?idxno=885345
2267,2020.10.13.,"대구지방경찰청, 보이스피싱 의심 전화번호 공개한다",http://www.idaegu.com/newsView/idg202010120101
2268,2020.10.08.,[이승재 변호사의 형사법률자문] 자녀 사칭 스미싱·보이스피싱에 연루됐다면,http://www.lawissue.co.kr/view.php?ud=202010081004189741992c130dbe_12
2269,2020.08.21.,"동부서, 보이스피싱 피해 막은 은행원에 감사장 전달",http://www.ggilbo.com/news/articleView.html?idxno=790798
2270,2020.09.10.,"퍼블소프트, 유포루트 차단해 몸캠피싱·피싱 피해 막아",http://www.kgdm.co.kr/news/articleView.html?idxno=714489
2271,2020.08.19.,"부산경찰청 “진화하는 보이스피싱 범죄, 이것만 알면 피해갈 수 있습니다!”",http://www.kukinews.com/newsView/kuk202008190147
2272,2020.10.08.,"디포렌식코리아, 몸캠피싱 및 피씽•동영상유포협박 문제해결 도와",http://www.mhns.co.kr/news/articleView.html?idxno=418368
2273,2020.10.08.,"퍼블소프트, 몸캠피싱 대응 'PB솔루션' 구축",http://www.joynews24.com/view/1305338
2274,2020.08.25.,"둔산서장, 보이스피싱 피해예방 은행원에 감사장",http://www.dailysportshankook.co.kr/news/articleView.html?idxno=228123
2275,2020.11.26.,편의점 업주 등 가족 사칭 문자 사기 피해 잇달아 막아,http://www.newsis.com/view/?id=NISX20201126_0001248861&cID=10811&pID=10800
2276,2020.09.09.,"모바일 보안 전문업체 '팀카시아', 몸캠피씽 등 피싱 피해자 적극 구제",https://www.itbiznews.com/news/articleView.html?idxno=19385
2277,2020.10.12.,진도경찰 ‘보이스피싱 예방 홍보 활동’ 전개,https://view.asiae.co.kr/article/2020101217045281835
2278,2020.08.19.,몸캠피씽 전문 대처 '시큐어앱(Secureapp)' 피싱 피해 차단 방법 공유,http://www.lecturernews.com/news/articleView.html?idxno=50299
2279,2020.09.08.,"MC몽, 보이스피싱 피해 당한 팬에게 명품백 선물..통 큰 팬사랑",http://star.mt.co.kr/stview.php?no=2020090810263228857
2280,2020.08.23.,"몸캠피씽 대응 업체 '디시즌팩토리', ""몸캠피싱 동영상유포협박 범죄 피해 증가""",http://www.ksilbo.co.kr/news/articleView.html?idxno=770810
2281,2020.09.09.,"""엄마, 신분증 사진 좀 보내줘""…신종 피싱 피해 급증",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4275784
2282,2020.10.16.,"몸캠피싱 뜻은? 정배우 ""로건 몸캠피싱 사진..""에 김계란 '일침 한마디'는..",https://www.sisa-news.com/news/article.html?no=136595
2283,2020.10.11.,"몸캠피싱 대응 시큐어앱, 피씽 24시간 운영 실시",http://www.e2news.com/news/articleView.html?idxno=226676
2284,2020.08.18.,50대 피해 최다...어르신 노리는 '보이스피싱' 대처는?,http://www.newspost.kr/news/articleView.html?idxno=80207
2285,2020.10.15.,은행 직원 '눈썰미'에 20대 보이스피싱 수금책 덜미,https://www.news1.kr/articles/?4087571
2286,2020.08.18.,"몸캠피씽 전문 '디포렌식코리아', 몸캠피싱 대응 기술력으로 피해자 구출",http://www.ksilbo.co.kr/news/articleView.html?idxno=770420
2287,2020.10.15.,"""보이스피싱 예방 주민·농민단체 힘 모아""",http://www.jemin.com/news/articleView.html?idxno=704828
2288,2020.10.11.,"부천 소사서, 보이스피싱 예방 금융기관 방문 감사장 전달",http://www.kyeonggi.com/news/articleView.html?idxno=2321656
2289,2020.10.07.,보이스피싱 상반기 환급률 53%…왜 늘었는가 봤더니,https://cnbc.sbs.co.kr/article_hub/10000998602?division=NAVER
2290,2020.10.07.,"몸캠피싱 갈수록 기승, ‘개인이 협박 대처하기에는 역부족’",http://news.heraldcorp.com/view.php?ud=20201007000957
2291,2020.10.11.,"모바일피싱 대응 시큐어앱, 몸캠피씽 24시간 무료상담",http://www.sisamagazine.co.kr/news/articleView.html?idxno=332058
2292,2020.10.07.,금융기관 사칭부터 '로맨스 스캠'까지…보이스피싱 무더기 적발,https://www.nocutnews.co.kr/news/5424392
2293,2020.10.11.,"""몸캠피싱 1차 동영상 유포 차단이 목표""···퍼블소프트, 피씽 구제 플랜 구동한다",http://www.cctvnews.co.kr/news/articleView.html?idxno=211100
2294,2020.10.15.,"광주 우산지구대, 보이스피싱 유형별 대응방안 홍보활동 전개",https://view.asiae.co.kr/article/2020101517474710536
2295,2020.10.15.,"‘로건 몸캠 피싱사진 유출’ 정배우 입건되나, 경찰 내사 착수",https://www.newsen.com/news_view.php?uid=202010152216330410
2296,2020.10.15.,"정배우, 로건 '몸캠 피싱'까지 공개..김계란 ""누가 죽길 원하나""",http://www.edaily.co.kr/news/newspath.asp?newsid=01515366625933248
2297,2020.08.27.,"글로벌 기업 28% ""피싱 피해 입었다""",https://www.hankyung.com/it/article/2020082746511
2298,2020.09.29.,"피싱피해 팬에 '명품백 쏜' MC몽 ""돈 빌려달라는 DM 멈춰달라""…이효리도 고통",https://www.news1.kr/articles/?4073735
2299,2020.10.07.,"[기고] 보이스피싱, 관심을 가지면 예방할 수 있습니다",http://www.m-i.kr/news/articleView.html?idxno=752218
2300,2020.10.15.,"‘로건 몸캠 피싱사진 유출’ 정배우 입건되나, 경찰 내사 착수",https://www.newsen.com/news_view.php?uid=202010152216330410
2301,2020.10.15.,"정배우, 로건 '몸캠 피싱'까지 공개..김계란 ""누가 죽길 원하나""",http://www.edaily.co.kr/news/newspath.asp?newsid=01515366625933248
2302,2020.08.27.,"글로벌 기업 28% ""피싱 피해 입었다""",https://www.hankyung.com/it/article/2020082746511
2303,2020.09.29.,"피싱피해 팬에 '명품백 쏜' MC몽 ""돈 빌려달라는 DM 멈춰달라""…이효리도 고통",https://www.news1.kr/articles/?4073735
2304,2020.10.07.,"몸캠피싱 전문 케어라풋, 첨단 보안기술로 영상유포협박 무력화",https://www.itbiznews.com/news/articleView.html?idxno=21141
2305,2020.10.07.,"[기고] 보이스피싱, 관심을 가지면 예방할 수 있습니다",http://www.m-i.kr/news/articleView.html?idxno=752218
2306,2020.10.15.,"[종합] 정배우, 로건 몸캠 피싱+정은주 통화 공개…김계란 “죽길 바라나”",https://sports.donga.com/article/all/20201015/103428736/1
2307,2020.10.07.,"정부, 보이스피싱과 전쟁…금융·통신 ‘공유 시스템’ 나온다",http://www.cnews.co.kr/uhtml/read.jsp?idxno=202010061553402520618
2308,2020.08.28.,"몸캠피씽 대응 업체 '제로데이', 전담팀 구성 몸피싱 피해 구제활동 진행",http://www.e2news.com/news/articleView.html?idxno=225521
2309,2020.08.17.,"몸캠피싱 대응센터 케어라풋, 첨단 보안기술력으로 피해자 구제에 앞장서",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327615
2310,2020.10.07.,새마을금고 한해 112억원 보이스피싱…10대도 당했다,http://news.mt.co.kr/mtview.php?no=2020100708527661498
2311,2020.10.15.,"정배우, 로건 추정 몸캠피싱 공개 논란…거센 비난에 사과 방송",https://www.news1.kr/articles/?4087486
2312,2020.10.15.,"정배우, 로건 추정 '몸캠 피싱' 사진 유출→김계란 ""누가 죽길 원하는 걸까"" 분노",http://sports.chosun.com/news/ntype.htm?id=202010160100104360007049&servicedate=20201015
2313,2020.08.28.,"몸캠피씽 대응 업체 '제로데이', 전담팀 구성 몸피싱 피해 구제활동 진행",http://www.e2news.com/news/articleView.html?idxno=225521
2314,2020.08.17.,"몸캠피싱 대응센터 케어라풋, 첨단 보안기술력으로 피해자 구제에 앞장서",http://www.sisamagazine.co.kr/news/articleView.html?idxno=327615
2315,2020.10.06.,"퍼블소프트, 자체 PB EndPoint 기술 통해 몸캠피싱 및 피씽 유포 해결 나선다",http://www.kgdm.co.kr/news/articleView.html?idxno=718578
2316,2020.08.21.,"대전동부서, 보이스피싱 피해 막은 은행원에 감사장 전달",http://www.gukjenews.com/news/articleView.html?idxno=2059421
2317,2020.10.06.,몸캠피싱 전담팀 제로데이 빠른 피씽 응대 나서,http://www.sisamagazine.co.kr/news/articleView.html?idxno=331793
2318,2020.10.14.,보이스피싱 조직에 9억 송금한 현금수거책 3명 구속,https://imnews.imbc.com/news/2020/society/article/5940659_32633.html
2319,2020.08.21.,"몸캠피씽 대응 업체 '디포렌식코리아', 몸캠피싱 위험성에 피해자 도와",http://www.ksilbo.co.kr/news/articleView.html?idxno=770773
2320,2020.10.06.,몸캠피싱 전담팀 제로데이 빠른 피씽 응대 나서,http://www.sisamagazine.co.kr/news/articleView.html?idxno=331793
2321,2020.10.14.,보이스피싱 조직에 9억 송금한 현금수거책 3명 구속,https://imnews.imbc.com/news/2020/society/article/5940659_32633.html
2322,2020.08.17.,"몸캠피씽 전문 '디시즌팩토리', 늘어나는 영상유포협박 및 피싱 범죄 피해자 구제활동 개시",http://www.e2news.com/news/articleView.html?idxno=225191
2323,2020.08.21.,"몸캠피씽 대응 업체 '디포렌식코리아', 몸캠피싱 위험성에 피해자 도와",http://www.ksilbo.co.kr/news/articleView.html?idxno=770773
