"남동구","여자인구수 (명)",264431,8268,12045,12100,12232,16070,18313,15735,19397,21120,22544,23204,22461,20537,13523,9556,7322,5287,2989,1286,334,108
"부평구","총인구수 (명)",494962,13968,18937,20288,22922,31764,38421,32231,35205,36201,41215,44709,45445,40232,25776,18120,13267,9161,4779,1700,418,203
"부평구","남자인구수 (명)",244713,7227,9619,10500,11891,16319,19827,16629,18174,18494,20456,21562,22591,19785,12323,8483,5653,3274,1442,337,82,45
"부평구","여자인구수 (명)",250249,6741,9318,9788,11031,15445,18594,15602,17031,17707,20759,23147,22854,20447,13453,9637,7614,5887,3337,1363,336,158
"계양구","총인구수 (명)",296750,7603,10887,12380,14326,20607,23587,18250,19608,20620,25164,29474,31135,25162,13927,8932,6619,4785,2492,910,211,71
"계양구","남자인구수 (명)",147976,3871,5514,6336,7397,10829,12328,9533,10192,10369,12392,14153,15388,12982,7105,4297,2691,1643,695,200,43,18
"계양구","여자인구수 (명)",148774,3732,5373,6044,6929,9778,11259,8717,9416,10251,12772,15321,15747,12180,6822,4635,3928,3142,1797,710,168,53
"서구","총인구수 (명)",542040,21127,28780,28324,28303,34152,38451,35015,44424,46230,49121,48259,45153,36614,21698,14457,9898,6692,3563,1357,312,110
"서구","남자인구수 (명)",273778,10912,14918,14461,14560,17607,20059,17846,22726,23632,25005,24252,23156,18877,10801,6953,4272,2381,998,269,56,37
"서구","여자인구수 (명)",268262,10215,13862,13863,13743,16545,18392,17169,21698,22598,24116,24007,21997,17737,10897,7504,5626,4311,2565,1088,256,73
"강화군","총인구수 (명)",69203,1440,1894,2256,2361,2741,2615,2363,2963,3400,4364,5216,6747,8019,6258,5475,4604,3573,2070,632,177,35
"강화군","남자인구수 (명)",34644,756,998,1165,1205,1549,1511,1290,1508,1801,2420,2722,3432,3992,3122,2685,2052,1510,721,151,45,9
"강화군","여자인구수 (명)",34559,684,896,1091,1156,1192,1104,1073,1455,1599,1944,2494,3315,4027,3136,2790,2552,2063,1349,481,132,26
